Time,ECG,GSR,Breathing,EMG,PulOxR,PulOxIR
02:11:14.440289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.440457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.440856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.441128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.441331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.441478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.441653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.451799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.451866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.451952,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.452068,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.452196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.452241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.452275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.452303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.452346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.452377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.452419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.452461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.452488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.453450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.453474,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.453508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.453662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.462958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.463040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.463069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.463094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.463117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.463138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
02:11:14.463160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
