Time,ECG,GSR,Breathing,EMG,PulOxR,PulOxIR
21:58:40.077510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.077673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.077737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.078234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.081283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.081388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.081444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.081484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.081539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.093463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.093609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.093672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.093713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.093750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.093798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.093837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.093876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.096255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.096355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.096409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.099622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.099725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.099778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.099823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.099860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.099896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.099946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.100018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.102632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.102722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.102768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.102806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.105100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.105198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.105249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.105289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.105327,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.107486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.107567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.107612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.113779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.113850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.113921,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.113968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.124660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.124733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.124795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.124835,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.124871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.124929,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.124972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.125008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.125045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.128398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.128455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.128523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.128569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.128606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.128644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.128684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.128747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.131264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.131333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21:58:40.131368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
