Time,ECG,GSR,Breathing,EMG,PulOxR,PulOxIR
12:36:40.942816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.943084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.943196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.943247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.943287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.943325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.943365,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.943406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.945015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.945144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.945198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.945242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.967445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.967486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.967498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.967509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.967519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.967529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.967539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.967549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.969976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.970010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.970022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.970032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.970043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.970053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.970064,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.970076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.972417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.972445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.972457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.972469,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.974951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.974975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.974987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.974999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.977453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.977477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.977489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.977501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.979953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.979976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.979989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.980000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.982469,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.982495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.982507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.982518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.982529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.982539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.982549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.982560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.984965,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.984996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.985009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.985020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.992421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.992444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.992457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.992475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.996263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.996287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.996303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.996321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.996332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.996343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.996353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:40.996364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.017451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.017502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.017533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.017550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.017569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.019947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.019988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.020009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.022494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.022542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.022566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.022587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.024977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.025020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.025042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.025063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.027489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.027553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.027578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.027626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.029988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.030038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.030076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.030101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.032416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.032469,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.032534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.032570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.035023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.035097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.035133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.035169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.035203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.035232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.035280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.035314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.042574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.042644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.042677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.042713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.042743,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.042772,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.042799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.042828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.046269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.046332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.046370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.046400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.067540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.067742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.067784,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.067822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.070000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.070047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.070079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.070129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.075106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.075157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.075187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.075237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.075272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.075300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.075326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.075353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.075379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.075425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.075456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.075485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.077508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12:36:41.077551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
